PartyID,PoliticalPartyName,PostName,tot_cand,tot_win_cand,tot_lead_cand,tot_trail_cand,SerialNo
4,राष्ट्रिय प्रजातन्त्र पार्टी ,सदस्य,2132,48,0,0,32
5,"संघीय समाजवादी फोरम, नेपाल ",प्रमुख,20,0,0,0,33
5,"संघीय समाजवादी फोरम, नेपाल ",उपप्रमुख,15,0,0,0,34
5,"संघीय समाजवादी फोरम, नेपाल ",अध्यक्ष,21,0,0,0,35
5,"संघीय समाजवादी फोरम, नेपाल ",उपाध्यक्ष,15,0,0,0,36
5,"संघीय समाजवादी फोरम, नेपाल ",वडा अध्यक्ष,142,0,0,2,37
5,"संघीय समाजवादी फोरम, नेपाल ",महिला सदस्य,59,0,0,0,38
5,"संघीय समाजवादी फोरम, नेपाल ",दलित महिला सदस्य,24,0,0,1,39
5,"संघीय समाजवादी फोरम, नेपाल ",सदस्य,137,0,0,0,40
6,"मधेशी जनअधिकार फोरम, नेपाल (लोकतान्त्रिक)",प्रमुख,26,0,0,0,41
6,"मधेशी जनअधिकार फोरम, नेपाल (लोकतान्त्रिक)",उपप्रमुख,19,0,0,0,42
6,"मधेशी जनअधिकार फोरम, नेपाल (लोकतान्त्रिक)",अध्यक्ष,11,0,0,0,43
6,"मधेशी जनअधिकार फोरम, नेपाल (लोकतान्त्रिक)",उपाध्यक्ष,4,0,0,0,44
6,"मधेशी जनअधिकार फोरम, नेपाल (लोकतान्त्रिक)",वडा अध्यक्ष,109,2,0,1,45
6,"मधेशी जनअधिकार फोरम, नेपाल (लोकतान्त्रिक)",महिला सदस्य,41,0,0,2,46
6,"मधेशी जनअधिकार फोरम, नेपाल (लोकतान्त्रिक)",दलित महिला सदस्य,18,1,0,0,47
6,"मधेशी जनअधिकार फोरम, नेपाल (लोकतान्त्रिक)",सदस्य,106,3,0,0,48
9,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी),प्रमुख,32,0,0,0,49
9,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी),उपप्रमुख,16,0,0,0,50
9,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी),अध्यक्ष,17,0,0,0,51
9,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी),उपाध्यक्ष,3,0,0,0,52
9,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी),वडा अध्यक्ष,63,0,0,0,53
9,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी),महिला सदस्य,18,0,0,0,54
9,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी),दलित महिला सदस्य,11,0,0,0,55
9,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी),सदस्य,36,0,0,0,56
10,राष्ट्रिय जनमोर्चा ,प्रमुख,49,0,0,2,57
10,राष्ट्रिय जनमोर्चा ,उपप्रमुख,33,0,0,1,58
10,राष्ट्रिय जनमोर्चा ,अध्यक्ष,25,1,0,0,59
10,राष्ट्रिय जनमोर्चा ,उपाध्यक्ष,15,2,0,1,60
10,राष्ट्रिय जनमोर्चा ,वडा अध्यक्ष,173,15,0,17,61
10,राष्ट्रिय जनमोर्चा ,महिला सदस्य,105,14,0,16,62
10,राष्ट्रिय जनमोर्चा ,दलित महिला सदस्य,74,13,0,18,63
10,राष्ट्रिय जनमोर्चा ,सदस्य,228,30,0,0,64
11,नेपाल कम्युनिष्ट पार्टी (संयुक्त),प्रमुख,8,0,0,0,65
11,नेपाल कम्युनिष्ट पार्टी (संयुक्त),उपप्रमुख,2,0,0,0,66
11,नेपाल कम्युनिष्ट पार्टी (संयुक्त),अध्यक्ष,2,0,0,0,67
11,नेपाल कम्युनिष्ट पार्टी (संयुक्त),वडा अध्यक्ष,4,0,0,0,68
11,नेपाल कम्युनिष्ट पार्टी (संयुक्त),महिला सदस्य,1,0,0,0,69
11,नेपाल कम्युनिष्ट पार्टी (संयुक्त),दलित महिला सदस्य,1,0,0,0,70
11,नेपाल कम्युनिष्ट पार्टी (संयुक्त),सदस्य,2,0,0,0,71
13,नेपाल मजदुर किसान पार्टी ,प्रमुख,28,1,0,0,72
13,नेपाल मजदुर किसान पार्टी ,उपप्रमुख,22,1,0,1,73
13,नेपाल मजदुर किसान पार्टी ,अध्यक्ष,21,0,0,1,74
13,नेपाल मजदुर किसान पार्टी ,उपाध्यक्ष,16,0,0,1,75
13,नेपाल मजदुर किसान पार्टी ,वडा अध्यक्ष,173,22,0,8,76
13,नेपाल मजदुर किसान पार्टी ,महिला सदस्य,142,20,0,12,77
13,नेपाल मजदुर किसान पार्टी ,दलित महिला सदस्य,83,13,0,10,78
13,नेपाल मजदुर किसान पार्टी ,सदस्य,289,42,0,0,79
16,नेपाल परिवार दल ,प्रमुख,12,0,0,0,80
16,नेपाल परिवार दल ,उपप्रमुख,5,0,0,0,81
16,नेपाल परिवार दल ,अध्यक्ष,12,0,0,0,82
16,नेपाल परिवार दल ,उपाध्यक्ष,3,0,0,0,83
16,नेपाल परिवार दल ,वडा अध्यक्ष,16,0,0,0,84
16,नेपाल परिवार दल ,महिला सदस्य,4,0,0,0,85
16,नेपाल परिवार दल ,दलित महिला सदस्य,4,1,0,0,86
16,नेपाल परिवार दल ,सदस्य,10,0,0,0,87
18,अखण्ड नेपाल पार्टी,प्रमुख,2,0,0,0,88
18,अखण्ड नेपाल पार्टी,उपप्रमुख,2,0,0,0,89
18,अखण्ड नेपाल पार्टी,अध्यक्ष,1,0,0,0,90
18,अखण्ड नेपाल पार्टी,उपाध्यक्ष,1,0,0,0,91
18,अखण्ड नेपाल पार्टी,वडा अध्यक्ष,13,0,0,0,92
18,अखण्ड नेपाल पार्टी,महिला सदस्य,7,0,0,0,93
18,अखण्ड नेपाल पार्टी,दलित महिला सदस्य,6,0,0,0,94
18,अखण्ड नेपाल पार्टी,सदस्य,17,0,0,0,95
22,जनजागरण पार्टी नेपाल,प्रमुख,2,0,0,0,96
22,जनजागरण पार्टी नेपाल,उपप्रमुख,2,0,0,0,97
22,जनजागरण पार्टी नेपाल,अध्यक्ष,2,0,0,0,98
22,जनजागरण पार्टी नेपाल,उपाध्यक्ष,3,0,0,0,99
22,जनजागरण पार्टी नेपाल,वडा अध्यक्ष,8,0,0,0,100
22,जनजागरण पार्टी नेपाल,महिला सदस्य,6,0,0,0,101
22,जनजागरण पार्टी नेपाल,दलित महिला सदस्य,2,0,0,0,102
22,जनजागरण पार्टी नेपाल,सदस्य,7,0,0,0,103
25,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च (थरुहट),प्रमुख,1,0,0,0,104
25,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च (थरुहट),वडा अध्यक्ष,1,0,0,0,105
25,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च (थरुहट),महिला सदस्य,2,0,0,0,106
29,मुस्कान सेना नेपाल,उपप्रमुख,1,0,0,0,107
29,मुस्कान सेना नेपाल,वडा अध्यक्ष,2,0,0,0,108
29,मुस्कान सेना नेपाल,महिला सदस्य,1,0,0,0,109
30,चुरेभावर लोकतान्त्रिक पार्टी,प्रमुख,1,0,0,0,110
31,"राष्ट्रिय मुक्ति आन्दोलन, नेपाल ",प्रमुख,1,0,0,0,111
33,राष्ट्रिय यथार्थवादी पार्टी नेपाल,प्रमुख,2,0,0,0,112
33,राष्ट्रिय यथार्थवादी पार्टी नेपाल,उपप्रमुख,1,0,0,0,113
41,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,सदस्य,1,0,0,0,114
47,देशभक्त पर्यावरणीय सामाजिक (देपसा) मोर्चा  ,प्रमुख,2,0,0,0,115
47,देशभक्त पर्यावरणीय सामाजिक (देपसा) मोर्चा  ,उपप्रमुख,1,0,0,0,116
47,देशभक्त पर्यावरणीय सामाजिक (देपसा) मोर्चा  ,उपाध्यक्ष,1,0,0,0,117
47,देशभक्त पर्यावरणीय सामाजिक (देपसा) मोर्चा  ,वडा अध्यक्ष,1,0,0,0,118
47,देशभक्त पर्यावरणीय सामाजिक (देपसा) मोर्चा  ,महिला सदस्य,1,0,0,1,119
47,देशभक्त पर्यावरणीय सामाजिक (देपसा) मोर्चा  ,दलित महिला सदस्य,1,0,0,0,120
47,देशभक्त पर्यावरणीय सामाजिक (देपसा) मोर्चा  ,सदस्य,2,0,0,0,121
49,तामाङसालिङ लोकतान्त्रिक पार्टी ,अध्यक्ष,1,0,0,0,122
49,तामाङसालिङ लोकतान्त्रिक पार्टी ,उपाध्यक्ष,1,0,0,0,123
49,तामाङसालिङ लोकतान्त्रिक पार्टी ,वडा अध्यक्ष,1,0,0,0,124
49,तामाङसालिङ लोकतान्त्रिक पार्टी ,महिला सदस्य,1,0,0,0,125
49,तामाङसालिङ लोकतान्त्रिक पार्टी ,दलित महिला सदस्य,1,0,0,0,126
49,तामाङसालिङ लोकतान्त्रिक पार्टी ,सदस्य,2,0,0,0,127
51,देशभक्त समाज,प्रमुख,1,0,0,0,128
60,लिबरल डेमोक्रेटिक पार्टी,वडा अध्यक्ष,1,0,0,0,129
61,राष्ट्रिय जनमुक्ति पार्टी,प्रमुख,19,0,0,0,130
61,राष्ट्रिय जनमुक्ति पार्टी,उपप्रमुख,8,0,0,0,131
61,राष्ट्रिय जनमुक्ति पार्टी,अध्यक्ष,12,0,0,0,132
61,राष्ट्रिय जनमुक्ति पार्टी,उपाध्यक्ष,6,0,0,0,133
61,राष्ट्रिय जनमुक्ति पार्टी,वडा अध्यक्ष,65,0,0,1,134
61,राष्ट्रिय जनमुक्ति पार्टी,महिला सदस्य,41,2,0,2,135
61,राष्ट्रिय जनमुक्ति पार्टी,दलित महिला सदस्य,17,0,0,0,136
61,राष्ट्रिय जनमुक्ति पार्टी,सदस्य,74,0,0,0,137
63,चुरेभावर राष्ट्रिय एकता पार्टी नेपाल,प्रमुख,1,0,0,0,138
63,चुरेभावर राष्ट्रिय एकता पार्टी नेपाल,वडा अध्यक्ष,1,0,0,0,139
63,चुरेभावर राष्ट्रिय एकता पार्टी नेपाल,महिला सदस्य,1,0,0,0,140
63,चुरेभावर राष्ट्रिय एकता पार्टी नेपाल,सदस्य,2,0,0,0,141
67,नेपाल दलित पार्टी,प्रमुख,3,0,0,0,142
67,नेपाल दलित पार्टी,उपप्रमुख,1,0,0,0,143
67,नेपाल दलित पार्टी,वडा अध्यक्ष,1,0,0,0,144
67,नेपाल दलित पार्टी,सदस्य,1,0,0,0,145
68,"नयाँ शक्ति पार्टी, नेपाल",प्रमुख,62,0,0,0,146
68,"नयाँ शक्ति पार्टी, नेपाल",उपप्रमुख,51,0,0,0,147
68,"नयाँ शक्ति पार्टी, नेपाल",अध्यक्ष,87,1,0,1,148
68,"नयाँ शक्ति पार्टी, नेपाल",उपाध्यक्ष,52,0,0,2,149
68,"नयाँ शक्ति पार्टी, नेपाल",वडा अध्यक्ष,570,10,0,18,150
68,"नयाँ शक्ति पार्टी, नेपाल",महिला सदस्य,297,13,0,13,151
68,"नयाँ शक्ति पार्टी, नेपाल",दलित महिला सदस्य,214,13,0,14,152
68,"नयाँ शक्ति पार्टी, नेपाल",सदस्य,648,22,0,0,153
69,विवेकशील नेपाली दल,प्रमुख,1,0,0,0,154
70,समाजवादी जनता पार्टी,प्रमुख,3,0,0,0,155
70,समाजवादी जनता पार्टी,उपप्रमुख,3,0,0,0,156
70,समाजवादी जनता पार्टी,अध्यक्ष,4,0,0,0,157
70,समाजवादी जनता पार्टी,उपाध्यक्ष,1,0,0,0,158
70,समाजवादी जनता पार्टी,वडा अध्यक्ष,6,0,0,0,159
70,समाजवादी जनता पार्टी,महिला सदस्य,4,0,0,0,160
70,समाजवादी जनता पार्टी,दलित महिला सदस्य,1,0,0,0,161
70,समाजवादी जनता पार्टी,सदस्य,7,0,0,0,162
71,गान्धीवादी पार्टी नेपाल,प्रमुख,1,0,0,0,163
71,गान्धीवादी पार्टी नेपाल,उपप्रमुख,1,0,0,0,164
71,गान्धीवादी पार्टी नेपाल,वडा अध्यक्ष,3,0,0,0,165
71,गान्धीवादी पार्टी नेपाल,महिला सदस्य,1,0,0,0,166
71,गान्धीवादी पार्टी नेपाल,सदस्य,1,0,0,0,167
73,नेपाल पूर्वराष्ट्रसेवक लोकतान्त्रिक पार्टी,प्रमुख,5,0,0,0,168
73,नेपाल पूर्वराष्ट्रसेवक लोकतान्त्रिक पार्टी,उपप्रमुख,1,0,0,0,169
73,नेपाल पूर्वराष्ट्रसेवक लोकतान्त्रिक पार्टी,अध्यक्ष,1,0,0,0,170
73,नेपाल पूर्वराष्ट्रसेवक लोकतान्त्रिक पार्टी,वडा अध्यक्ष,7,0,0,0,171
73,नेपाल पूर्वराष्ट्रसेवक लोकतान्त्रिक पार्टी,महिला सदस्य,2,0,0,0,172
73,नेपाल पूर्वराष्ट्रसेवक लोकतान्त्रिक पार्टी,सदस्य,6,0,0,0,173
999,स्वतन्त्र,प्रमुख,200,0,0,0,174
999,स्वतन्त्र,उपप्रमुख,66,0,0,1,175
999,स्वतन्त्र,अध्यक्ष,117,3,0,1,176
999,स्वतन्त्र,उपाध्यक्ष,44,5,0,2,177
999,स्वतन्त्र,वडा अध्यक्ष,729,28,0,19,178
999,स्वतन्त्र,महिला सदस्य,142,14,0,8,179
999,स्वतन्त्र,दलित महिला सदस्य,56,8,0,5,180
999,स्वतन्त्र,सदस्य,439,26,0,0,181
